VOICE_CALL,-60,-27,-25,-23,-21,-20,-18,-16,-14,-12,-11,-9,-7,-5,-4,-2,0,2,3,5
SYSTEM,-60,-27,-25,-23,-21,-20,-18,-16,-14,-12,-11,-9,-7,-5,-4,-2,0,2,3,5
RING,-60,-27,-25,-23,-21,-20,-18,-16,-14,-12,-11,-9,-7,-5,-4,-2,0,2,3,5
MUSIC,-60,-27,-25,-23,-21,-20,-18,-16,-14,-12,-11,-9,-7,-5,-4,-2,0,2,3,5
NOTIFICATION,-60,-27,-25,-23,-21,-20,-18,-16,-14,-12,-11,-9,-7,-5,-4,-2,0,2,3,5
BLUETOOTH_SCO,-60,-27,-25,-23,-21,-20,-18,-16,-14,-12,-11,-9,-7,-5,-4,-2,0,2,3,5
ENFORCED_AUDIBLE,-60,-27,-25,-23,-21,-20,-18,-16,-14,-12,-11,-9,-7,-5,-4,-2,0,2,3,5
DTMF,-60,-27,-25,-23,-21,-20,-18,-16,-14,-12,-11,-9,-7,-5,-4,-2,0,2,3,5
TTS,-60,-27,-25,-23,-21,-20,-18,-16,-14,-12,-11,-9,-7,-5,-4,-2,0,2,3,5
